,상품명,한달판매량
399,청정 제주도 산지직송 타이벡농법 감귤 로얄과 5kg (M-L),
400,[산지직송] 경북 부사 사과 가정용 4kg(중소과/16-20과),
401,[산지직송] 경북 부사 사과 가정용 4kg(소과/22-26과),
402,[산지직송] 경북 부사 사과 가정용 2kg(중소과/8-10과),
403,[산지직송] 경북 부사 사과 가정용 2kg(소과/11-13과),
404,"[웰굿][산지직송] GAP인증 제주 웰굿 저농약 감귤 10kg(L-2L,대과,못난이)",
405,[착한식탁]주스용 빨간 사과 13kg 랜덤과,
406,[산지직송] 경북 부사 사과 정품 3kg(중대과/9-11과),
407,[산지직송] 경북 부사 사과 정품 3kg(중소과/12-15과),
408,[산지직송] 경북 부사 사과 정품 3kg(소과/16-21과),
409,[산지직송] 경북 부사 사과 정품 2kg(중대과/6-7과),
410,[산지직송] 경북 부사 사과 정품 2kg(중소과/8-10과),
411,[산지직송] 경북 부사 사과 정품 2kg(소과/11-13과),
412,식탐대첩 국내산 샤인머스켓 2kg 3수,
413,식탐대첩 국내산 샤인머스켓 2kg 4수,
414,[샵블리][산지직송]예산 가정용 엔비사과 2kg(중과/7~9과),
415,[샵블리][산지직송]예산 가정용 엔비사과 2.5kg(중과/8~12과),
416,[샵블리][산지직송]예산 가정용 엔비사과 3kg(중과/10~14과),
417,[샵블리][산지직송]예산 정품인증 엔비사과 2kg(중과/8과),
418,[샵블리][산지직송]예산 정품인증 엔비사과 2kg(중대과/7과),
419,[샵블리][산지직송]예산 정품인증 엔비사과 2kg(대과/6과),
420,[샵블리][산지직송]예산 정품인증 엔비사과 5kg(중과/18~19과),
421,[샵블리][산지직송]예산 정품인증 엔비사과 5kg(중대과/16~17과),
422,[샵블리][산지직송]예산 정품인증 엔비사과 5kg(대과/14~15과),
423,[샵블리][산지직송]고당도 제주 감귤 대용량 5kg(L-2L),22개 구매
424,[샵블리][산지직송]고당도 제주 감귤 대용량 5kg(2S),
425,[샵블리][산지직송]고당도 제주 감귤 대용량 5kg(S-M),
426,[과일愛]오늘의 과일 껍질째 먹는 봉지 세척사과 1.3kg,
427,[과일愛]오늘의 과일 사과 1.2kg,
428,[과일愛]오늘의 과일 배 1.2kg,
429,[과일愛]오늘의 과일 샤인머스캣 650g,
430,[과일愛]오늘의 과일 그린키위 700g,
431,[과일愛]오늘의 과일 골드키위 600g,
432,[과일愛]오늘의 과일 골드망고 600g,
433,[과일愛]오늘의 과일 애플망고 500g,
434,[과일愛]오늘의 과일 황금향 1.2kg,
435,[과일愛]오늘의 과일 오렌지 1.3kg,
436,[과일愛]오늘의 과일 하우스 감귤 500g,
437,[과일愛]오늘의 과일 대추 방울토마토 500g,
438,[천진약단밤] 23년 햇 밤 생율 약단밤 3kg,
439,[천진약단밤] 23년 햇 밤 생율 약단밤 2kg,
440,[천진약단밤] 23년 햇 밤 생율 약단밤 1kg,
441,[천진약단밤] 23년 햇 밤 칼집 약단밤 3kg,
442,[천진약단밤] 23년 햇 밤 칼집 약단밤 2kg,
443,[천진약단밤] 23년 햇 밤 칼집 약단밤 1kg,
444,[산지직송] 아삭 달콤 고당도 햇 단감 5kg (15-20과/특과),
445,[산지직송] 아삭 달콤 고당도 햇 단감 5kg (26-35과/중소과),
446,[산지직송] 아삭 달콤 고당도 햇 단감 5kg (21-25과/대과),
447,[산지직송] 아삭 달콤 고당도 햇 단감 2kg (6-8과/특과),
448,[산지직송] 아삭 달콤 고당도 햇 단감 2kg (8-10과/대과),
449,[산지직송] 아삭 달콤 고당도 햇 단감 2kg (10-14과/중소과),
450,[산지직송] 의성 햇사과 시나노골드 3kg (8-10과),
451,[산지직송] 의성 햇사과 시나노골드 5kg (14-16과),
452,[산지직송] 의성 햇사과 시나노골드 2kg (7-8과),
453,[산지직송] 의성 햇사과 시나노골드 3kg (10-12과),
454,[산지직송] 의성 햇사과 시나노골드 5kg (17-19과),
455,[산지직송] 의성 햇사과 시나노골드 2kg (8-9과),
456,[산지직송] 의성 햇사과 시나노골드 3kg (12-14과),
457,[산지직송] 의성 햇사과 시나노골드 5kg (20-23과),
458,[산지직송] 의성 햇사과 시나노골드 2kg (10-11과),
459,[산지직송] 의성 햇사과 시나노골드 3kg (14-16과),
460,[산지직송] 의성 햇사과 시나노골드 5kg (24-26과),
461,[산지직송] 의성 햇사과 시나노골드 3kg (10과내외/흠과),
462,[산지직송] 의성 햇사과 시나노골드 3kg (13과내외/흠과),
463,[산지직송] 의성 햇사과 시나노골드 3kg (15과내외/흠과),3(1건)
464,[산지직송] 의성 햇사과 만생종 부사 3kg (8-10과),
465,[산지직송] 의성 햇사과 만생종 부사 5kg (14-16과),
466,[산지직송] 의성 햇사과 만생종 부사 2kg (7-8과),
467,[산지직송] 의성 햇사과 만생종 부사 3kg (10-12과),
468,[산지직송] 의성 햇사과 만생종 부사 5kg (17-19과),
469,[산지직송] 의성 햇사과 만생종 부사 2kg (9-11과),
470,[산지직송] 의성 햇사과 만생종 부사 3kg (12-14과),
471,[산지직송] 의성 햇사과 만생종 부사 5kg (20-25과),
472,[산지직송] 의성 햇사과 만생종 부사 2kg (12-14과),
473,[산지직송] 의성 햇사과 만생종 부사 3kg (16-21과),
474,[산지직송] 의성 햇사과 만생종 부사 5kg (27-33과),
475,[산지직송] 의성 햇사과 3kg (7-10과/가정용),
476,[산지직송] 의성 햇사과 3kg (10-14과/가정용),
477,[산지직송] 의성 햇사과 3kg (14-21과/가정용),
478,[산지직송] 의성 껍찔째먹는 세척사과 2kg (7-8과),
479,[산지직송] 의성 껍찔째먹는 세척사과 2.5kg (9-10과),
480,[산지직송] 의성 껍찔째먹는 세척사과 3kg (10-12과),
481,[산지직송] 의성 껍찔째먹는 세척사과 5kg (17-19과),
482,[산지직송] 의성 껍찔째먹는 세척사과 2kg (9-11과),
483,[산지직송] 의성 껍찔째먹는 세척사과 2.5kg (11-13과),
484,[산지직송] 의성 껍찔째먹는 세척사과 3kg (12-15과),
485,[산지직송] 의성 껍찔째먹는 세척사과 5kg (20-25과),
486,[산지직송] 의성 껍찔째먹는 세척사과 2kg (11-13과),
487,[산지직송] 의성 껍찔째먹는 세척사과 2.5kg (13-15과),
488,[산지직송] 의성 껍찔째먹는 세척사과 3kg (16-21과),
489,[산지직송] 의성 껍찔째먹는 세척사과 5kg (27-33과),
490,[산지직송] 고당도 망고포도 샤인머스켓 [2kg내외/3수],
491,완숙 토마토 1번과 개별 200-300g 5kg,
492,완숙 토마토 2번과 개별 120-200g 5kg,5(1건)
493,완숙 토마토 3번과 개별 100-120g 5kg,
494,완숙 토마토 쥬스용 못난이 5kg,
495,제주 레드키위 소과 35과 전후 2kg 후숙제포함,
496,제주 레드키위 소과 50과 전후 3kg 후숙제포함,
497,제주 레드키위 소과 80과 전후 5kg 후숙제포함,
498,제주 레드키위 중대 25과 전후 2kg 후숙제포함,
499,제주 레드키위 중대 35과 전후 3kg 후숙제포함,
500,제주 레드키위 중대 65과 전후 5kg 후숙제포함,
501,제주 레드키위 특대 15과 전후 2kg 후숙제포함,
502,제주 레드키위 특대 25과 전후 3kg 후숙제포함,
503,제주 레드키위 특대 45과 전후 5kg 후숙제포함,
504,[웰굿]프리미엄 생 아보카도 10개입(개당230g내외),
505,[웰굿]프리미엄 생 아보카도 20개입(개당230g내외),
506,나주 신고 햇배 가정용 8-10과 5kg,
507,나주 신고 햇배 가정용 5-7과 5kg,
508,나주 신고 햇배 특품 8-10과 5kg,
509,나주 신고 햇배 특품 5-7과 5kg,
510,나주 신고 햇배 특품 11-13과 7.5kg,
511,나주 신고 햇배 특품 7-10과 7.5kg,
512,나주 신고 햇배 특품 26-28과 15kg,
513,나주 신고 햇배 특품 21-25과 15kg,
514,나주 신고 햇배 특품 16-20과 15kg,
515,노지감귤 혼합 3kg,
516,노지감귤 중대과 3kg,
517,[올팜스]경북봉화 햇사과 2.5kg(8-10과),
518,[올팜스]경북봉화 햇사과 5kg(16-20과),
519,국내산 유기농 블루베리 냉동 1kg 특품(15mm이상),
520,당도선별 달콤아삭 가정용 햇 부사사과 4kg (중대과/16과내외),
521,당도선별 달콤아삭 가정용 햇 부사사과 4kg (중과/20과내외),
522,당도선별 달콤아삭 가정용 햇 부사사과 4kg (중소과/24과내외),
523,당도선별 달콤아삭 가정용 햇 부사사과 4kg (소과/28과내외),
524,당도선별 달콤아삭 가정용 햇 부사사과 4kg (꼬마소과/32과내외),
525,당도선별 달콤아삭 가정용 햇 부사사과 2kg (중대과/8과내외),
526,정아네식탁 고당도 카라카라 오렌지 중과20개약3.8kg,
527,정아네식탁 고당도 카라카라 오렌지 중과10개 약2kg,
528,정아네식탁 고당도 카라카라 오렌지 중과25개 약4.7kg,
529,정아네식탁 고당도 카라카라 오렌지 중과30개 약5.7kg,
530,정아네식탁 고당도 카라카라 오렌지 중과40개 약7.6kg,
531,정아네식탁 고당도 카라카라 오렌지 중과50개 약9.5kg,
532,정아네식탁 고당도 카라카라 오렌지 중과60개 약11.4kg,
533,정아네식탁 고당도 카라카라 오렌지 중과88개 약17kg,
534,제주 골드키위 5kg 사이즈혼합,
535,제주 골드키위 3kg 사이즈혼합,
536,제주 골드키위 2kg 사이즈혼합,
537,제주 레드키위 5kg 사이즈혼합,
538,제주 레드키위 3kg 사이즈혼합,
539,제주 레드키위 2kg 사이즈혼합,
540,예산 고당도 엔비 사과 2kg 대과 / 6과,
541,예산 고당도 엔비 사과 2kg 중대과 / 7과,
542,예산 고당도 엔비 사과 2kg 중과 / 8과,
543,예산 엔비 사과 2kg 가정용 / 중과 / 7-9과,
544,시나노골드 시나노스위트 황금사과 3kg 가정용 특대과 / 8-9과,
545,시나노골드 시나노스위트 황금사과 3kg 가정용 대과 / 10-11과,
546,시나노골드 시나노스위트 황금사과 3kg 가정용 중대과 / 12-15과,
547,시나노골드 시나노스위트 황금사과 가정용 3kg 중과 / 16-17과,
548,시나노골드 시나노스위트 황금사과 3kg 중소과 / 18-20과,
549,시나노골드 시나노스위트 황금사과 1.5kg 대과 / 5과,
550,시나노골드 시나노스위트 황금사과 1.5kg 중대과 / 6-7과,
551,시나노골드 시나노스위트 황금사과 1.5kg 중과 / 8과,2(1건)
552,시나노골드 시나노스위트 황금사과 1.5kg 중소과 / 9-10과,
553,노지감귤 로얄과 10kg,
554,노지감귤 소과 10kg,
555,노지감귤 중대과 5kg,
556,노지감귤 로얄과 5kg,
557,노지감귤 소과 5kg,
558,세척사과 정품 부사 꿀 사과 중대과 12-16과 5kg,
559,세척사과 정품 부사 꿀 사과 중과(로얄)-중소과 17-22과 5kg,
560,세척사과 정품 부사 꿀 사과 소과-꼬마과 23-28과 5kg,
561,세척사과 정품 부사 꿀 사과 소꼬마과 29-31과 5kg,
562,세척사과 정품 부사 꿀 사과 중과(로얄) 6-9과 3kg,
563,세척사과 정품 부사 꿀 사과 중소과 10-14과 3kg,
564,세척사과 정품 부사 꿀 사과 소과 15-18과 3kg,
565,세척사과 정품 부사 꿀 사과 꼬마과 19-21과 3kg,
566,세척사과 정품 부사 꿀 사과 중소과 7~9과 2kg,
567,세척사과 정품 부사 꿀 사과 소과 10~13과 2kg,
568,세척사과 정품 부사 꿀 사과 꼬마과 14~16과 2kg,
569,세척사과 실속형 부사 꿀 사과 중대과 12-16과 5kg,
570,세척사과 실속형 부사 꿀 사과 중과(로얄)-중소과 17-22과 5kg,
571,세척사과 실속형 부사 꿀 사과 소과-꼬마과 23-28과 5kg,
572,세척사과 실속형 부사 꿀 사과 소꼬마과 29-31과 5kg,
573,세척사과 실속형 부사 꿀 사과 중소과 10-14과 3kg,
574,세척사과 실속형 부사 꿀 사과 중과(로얄) 6-9과 3kg,
575,세척사과 실속형 부사 꿀 사과 소과 15-18과 3kg,
576,세척사과 실속형 부사 꿀 사과 꼬마과 19-21과 3kg,
577,세척사과 실속형 부사 꿀 사과 중소과 7-9과 2kg,
578,세척사과 실속형 부사 꿀 사과 소과 10-13과 2kg,
579,세척사과 실속형 부사 꿀 사과 꼬마과 14-16과 2kg,
580,정품 부사 꿀 사과 중대과 12-16과 5kg,
581,정품 부사 꿀 사과 중과(로얄)-중소과 17-22과 5kg,
582,정품 부사 꿀 사과 소과~꼬마과 23-28과 5kg,
583,정품 부사 꿀 사과 소꼬마과 29-31과 5kg,
584,정품 부사 꿀 사과 중과(로얄) 6-9과 3kg,
585,정품 부사 꿀 사과 중소과 10-14과 3kg,
586,정품 부사 꿀 사과 소과 15-18과 3kg,
587,정품 부사 꿀 사과 꼬마과 19-21과 3kg,
588,정품 부사 꿀 사과 중소과 7~9과 2kg,
589,정품 부사 꿀 사과 소과 10-13과 2kg,
590,정품 부사 꿀 사과 꼬마과 14-16과 2kg,
591,실속형 부사 꿀 사과 중대과 12-16과 5kg,
592,실속형 부사 꿀 사과 중과(로얄)-중소과 17-22과 5kg,
593,실속형 부사 꿀 사과 소과-꼬마과 23-28과 5kg,
594,실속형 부사 꿀 사과 소꼬마과 29-31과 5kg,
595,실속형 부사 꿀 사과 중과(로얄) 6-9과 3kg,
596,실속형 부사 꿀 사과 중소과 10-14과 3kg,
597,실속형 부사 꿀 사과 소과 15-18과 3kg,
598,실속형 부사 꿀 사과 꼬마과 19-21과 3kg,
599,실속형 부사 꿀 사과 중소과 7-9과 2kg,
600,실속형 부사 꿀 사과 소과 10-13과 2kg,
601,실속형 부사 꿀 사과 꼬마과 14-16과 2kg,
602,시나노골드 가정용 소꼬마과 14-16과 2kg,
603,시나노골드 가정용 꼬마과~소과 10-13과 2kg,
604,시나노골드 가정용 중소과~중과 7-9과 2kg,
605,시나노골드 가정용 소꼬마과 19-21과 3kg,
606,시나노골드 가정용 꼬마과~소과 15-18과 3kg,
607,시나노골드 가정용 중소과~중과 10-14과 3kg,
608,시나노골드 가정용 중대과 6-9과 3kg,
609,시나노골드 가정용 소꼬마과 29-31과 5kg,
610,시나노골드 가정용 꼬마과~소과 23-28과 5kg,
611,시나노골드 가정용 중소과~중과 17-22과 5kg,
612,시나노골드 가정용 중대과 12-16과 5kg,
613,시나노골드 정품 소꼬마과 14-16과 개별망 2kg,
614,시나노골드 정품 꼬마과~소과 10-13과 개별망 2kg,
615,시나노골드 정품 중소과~중과 7-9과 개별망 2kg,
616,시나노골드 정품 소꼬마과 19-21과 개별망 3kg,
617,시나노골드 정품 꼬마과~소과 15-18과 개별망 3kg,
618,시나노골드 정품 중대과 6-9과 개별망 3kg,
619,시나노골드 정품 꼬마과~소과 23-28과 개별망 5kg,
620,시나노골드 정품 중소과~중과(로얄) 17-22과 개별망 5kg,
621,시나노골드 정품 중대과 12-16과 개별망 5kg,
622,달콤쫀득한 건망고 80g x 7,
623,[와크자크] 건조과일 바삭 오렌지칩 40g 1+1봉,
624,[와크자크] 건조과일 바삭 오렌지칩 40g 1봉,
625,[와크자크] 건조과일 바삭 레몬칩 40g 1+1봉,
626,[와크자크] 건조과일 바삭 레몬칩 40g 1봉,
627,[와크자크] 건조과일 쫀득 배칩 30g 1+1봉,
628,[와크자크] 건조과일 쫀득 배칩 30g 1봉,
629,[와크자크] 건조과일 쫀득 시나노골드 사과칩 40g 1+1봉,
630,[와크자크] 건조과일 쫀득 시나노골드 사과칩 40g 1봉,
631,시나노골드 정품 중소과~중과 10-14과 개별망 3kg,
632,제주 제주도 극조생 감귤 3kg 내외 (서귀포)[무릉외갓집],
633,그린키위 10kg 75개내외,
634,그린키위 5kg 점보 33개내외,
635,그린키위 5kg 왕특 38개내외,
636,그린키위 3kg 점보 20개내외,
637,그린키위 3kg 왕특 23개내외,
638,그린키위 2kg 왕특 15개내외,
639,[정품]엔비사과 2kg 대과 (6과내외),
640,[정품]엔비사과 2kg 중대과 (7-8과내외),
641,[가정용]엔비사과 2kg (6-9과내외),
642,제주 위미농협 황금향 3kg(10-20과),
643,시나노골드 사과 정품 3kg(중대과/9-11과),
644,시나노골드 사과 정품 3kg(중소과/12-15과),
645,시나노골드 사과 정품 3kg(소과/16-21과),
646,시나노골드 사과 정품 2kg(중대과/6-7과),
647,시나노골드 사과 정품 2kg(중소과/8-10과),
648,시나노골드 사과 정품 2kg(소과/11-13과),
649,(실속형) 껍질제먹는 세척사과 경북 부사 꿀 사과 소과 (10-13과) 2kg,
650,(실속형) 껍질제먹는 세척사과 경북 부사 꿀 사과 중과(로얄) (6-9과) 3kg,
651,(실속형) 껍질제먹는 세척사과 경북 부사 꿀 사과 중소과 (7-9과) 2kg,
652,(실속형) 껍질제먹는 세척사과 경북 부사 꿀 사과 꼬마과 (19-21과) 3kg,
653,(실속형)껍질제먹는세척사과 경북 부사 꿀 사과 소과 (15-18과) 3kg,
654,(실속형)껍질제먹는세척사과 경북 부사 꿀 사과 중소과 (10-14과) 3kg,
655,(실속형) 껍질제먹는 세척사과 경북 부사 꿀 사과 꼬마과 (14-16과) 2kg,
656,[샵블리][산지직송] 가정용 경북 꿀사과 2kg(중소과/12과내외),
657,[샵블리][산지직송] 가정용 경북 꿀사과 2kg(중과/10과내외),
658,[샵블리][산지직송] 가정용 경북 꿀사과 2kg(중대과/8과내외),
659,[샵블리]상주곶감 가정용 실속형 건시 1kg(25과내외),73개 구매
660,펀치볼 양구 꼭지 사과 주먹 3kg 12-14과,
661,펀치볼 양구 꼭지 사과 일반 3kg 10과내외,
662,[샵블리][산지직송]경북 햇단감 2kg (중과/10과내외),
663,[샵블리]지금이 제철 아삭아삭 맛있는 단감2kg(8-13과),
664,[샵블리][산지직송]경북 햇단감 2kg (소과/12과내외),
665,[샵블리]비파괴 당도선별 고당도 타이벡 감귤 2.5KG/로얄과/11BX이상,
666,[샵블리]비파괴 당도선별 고당도 타이벡 감귤 4.5KG/로얄과/11BX이상,
667,[샵블리]비파괴 당도선별 고당도 타이벡 감귤 2.5KG/로얄과/12BX이상,
668,[샵블리]비파괴 당도선별 고당도 타이벡 감귤 4.5KG/로얄과/12BX이상,
669,"[웰굿][산지직송] 하동 고당도 그린키위3kg(20개내외,점보)",
670,"[웰굿][산지직송] 하동 고당도 그린키위5kg(33개내외,점보)",
671,"[웰굿]아삭하고 달콤한 진영 부유 단감 5kg(21-22과,대과)",
672,"[웰굿]아삭하고 달콤한 진영 부유 단감 5kg(15-20과,특대과)",
673,"[웰굿]아삭하고 달콤한 진영 부유 단감 5kg(23-26과,중대과)",
